gen, best, avg, stdev
82, -0.15699518294524695, -0.30341340693288604, 0.22939826852042908
83, -0.15699518294524695, -0.3008532625184949, 0.2288691897539402
84, -0.15699518294524695, -0.28701819389565825, 0.21282975068519644
85, -0.15699518294524695, -0.2877313234587222, 0.21214853571939066
86, -0.15699518294524695, -0.2870746563259385, 0.21335829194285308
87, -0.15699518294524695, -0.2934489821440282, 0.21968431175066383
88, -0.15699518294524695, -0.2892886468431069, 0.21601749767168854
89, -0.15699518294524695, -0.29666491643465087, 0.2239419511259721
90, -0.15699518294524695, -0.28980085362242786, 0.21802538435695246
91, -0.15699518294524695, -0.304954239194888, 0.23114397129165337
92, -0.15699518294524695, -0.2881080697203194, 0.21332389463543708
93, -0.15699518294524695, -0.2876851774115549, 0.2129563789992257
94, -0.15699518294524695, -0.27554379325067246, 0.1998957931061915
95, -0.15699518294524695, -0.2885719629664241, 0.21647373383477683
96, -0.15699518294524695, -0.29079719359530115, 0.21598418596316907
97, -0.15699518294524695, -0.29607802736068495, 0.22332403512781268
98, -0.15699518294524695, -0.28767199291693446, 0.21505270302918766
99, -0.15699518294524695, -0.2924192068626846, 0.22088896658012297
100, -0.15699518294524695, -0.296810152031512, 0.22542819674409356
101, -0.15699518294524695, -0.29008655382925114, 0.21377074971671775
102, -0.15699518294524695, -0.2868253232147521, 0.21040770076015922
103, -0.15699518294524695, -0.28784360904442896, 0.2144407950810428
104, -0.15699518294524695, -0.28599040853513247, 0.2121628300072041
105, -0.15699518294524695, -0.29054008874048026, 0.21559564001004233
106, -0.15699518294524695, -0.2893835094534472, 0.21497607902433585
107, -0.15699518294524695, -0.29191003783220026, 0.21842568808810522
108, -0.15699518294524695, -0.2880819040646558, 0.2122789349707467
109, -0.15699518294524695, -0.2891711967275997, 0.2160369468318006
110, -0.15699518294524695, -0.29162694197075245, 0.2164877300989447
111, -0.15699518294524695, -0.2920139810003388, 0.2182857569518232
112, -0.15699518294524695, -0.3011776590101085, 0.2265971370151746
113, -0.15699518294524695, -0.2956988966585253, 0.22099651459562455
114, -0.15699518294524695, -0.30306364414247283, 0.22970562155775073
115, -0.15699518294524695, -0.2996116142845272, 0.22628778650798884
116, -0.15699518294524695, -0.28987699829897096, 0.2153801365682262
117, -0.15699518294524695, -0.3003051138124916, 0.22539496494582137
118, -0.15699518294524695, -0.2866763821065776, 0.2141480066456973
119, -0.15699518294524695, -0.2874768886919308, 0.21429969107801708
120, -0.15699518294524695, -0.29309740500264636, 0.21912162155572018
121, -0.15699518294524695, -0.3043040567803404, 0.23146273513179016
122, -0.15699518294524695, -0.2960578994190967, 0.22004307468341533
123, -0.15699518294524695, -0.3066800039011332, 0.23324083603274093
124, -0.15699518294524695, -0.3045183467967379, 0.2296758056308908
125, -0.15699518294524695, -0.2956959872712812, 0.22142231305956794
126, -0.15699518294524695, -0.2941624994198105, 0.22061762399023932
127, -0.15699518294524695, -0.2927323382706672, 0.21988276665959944
128, -0.15699518294524695, -0.29318177319311417, 0.2169914094603176
129, -0.15699518294524695, -0.29784799774946125, 0.22347375964714472
130, -0.15699518294524695, -0.29120718903643467, 0.21574703006697438
131, -0.15699518294524695, -0.2888542289608845, 0.21435162751329204
132, -0.15699518294524695, -0.2948023625501716, 0.223407097727683
133, -0.15699518294524695, -0.30271991289236566, 0.23053664931251738
134, -0.15699518294524695, -0.3016880031900918, 0.22638815754437175
135, -0.15699518294524695, -0.30407369671076384, 0.23062427552073023
136, -0.15699518294524695, -0.3055354841489538, 0.23163041063160728
137, -0.15699518294524695, -0.2914884319380447, 0.217101390809919
138, -0.15699518294524695, -0.30931891454025245, 0.23426210092268124
139, -0.15699518294524695, -0.2941355835676777, 0.22043018068709522
140, -0.15699518294524695, -0.2895123383846186, 0.21336799201349538
141, -0.15699518294524695, -0.2986739716801983, 0.2223595092444878
142, -0.15699518294524695, -0.2990562822855218, 0.22614867058393529
143, -0.15699518294524695, -0.289332668309124, 0.214655446566798
144, -0.15699518294524695, -0.29587478364468034, 0.22175303559946935
145, -0.15699518294524695, -0.29885991570009157, 0.2240629540960364
146, -0.15699518294524695, -0.2868598843979156, 0.2105882621085822
147, -0.15699518294524695, -0.3060214938470863, 0.22996759110702172
148, -0.15699518294524695, -0.29153713192772573, 0.21686021379556808
149, -0.15699518294524695, -0.29918568654266003, 0.22481329404895575
150, -0.15699518294524695, -0.2962680910890689, 0.22152054923172076
151, -0.15699518294524695, -0.3056193944998053, 0.23088071710552688
152, -0.15699518294524695, -0.2998275639551193, 0.2262867948871243
153, -0.15699518294524695, -0.30683468967419897, 0.23346921238554527
154, -0.15699518294524695, -0.29946904519901235, 0.2229973688416571
155, -0.15699518294524695, -0.29997240308401213, 0.22448285862070627
156, -0.15699518294524695, -0.29524443110266063, 0.21992113849788814
157, -0.15699518294524695, -0.29570906546944115, 0.2207641023963521
158, -0.15699518294524695, -0.3009676105061163, 0.22871699933550546
159, -0.15699518294524695, -0.3019007624659522, 0.2265945665142637
160, -0.15699518294524695, -0.29935448621700184, 0.22491157191083352
161, -0.15699518294524695, -0.29958224649187226, 0.22464117636127115
162, -0.15699518294524695, -0.30112925912550903, 0.2281480653307171
163, -0.15699518294524695, -0.3063464051213043, 0.22943325357208313
164, -0.15699518294524695, -0.30193946137109684, 0.22899105884998805
165, -0.15699518294524695, -0.30237369681312953, 0.22779567824097988
166, -0.15699518294524695, -0.28802810218364616, 0.2108235658304081
167, -0.15699518294524695, -0.29861292258714667, 0.22560669566148692
168, -0.15699518294524695, -0.30233382714909973, 0.22805240894539794
169, -0.15699518294524695, -0.29680016862327957, 0.22120908396030578
170, -0.15699518294524695, -0.30402572008274675, 0.23030907260484115
171, -0.15699518294524695, -0.2899124713381195, 0.21366414987428775
172, -0.15699518294524695, -0.30491484712595, 0.22927976589647556
173, -0.15699518294524695, -0.30084180016636813, 0.2242120443485195
174, -0.15699518294524695, -0.3002652079318812, 0.2238988507348136
175, -0.15699518294524695, -0.3037001130519971, 0.22901546251289326
176, -0.15699518294524695, -0.2990380817524993, 0.2220304781357571
177, -0.15699518294524695, -0.31026064829269595, 0.2350674319142281
178, -0.15699518294524695, -0.30260833879014953, 0.22617487778513656
179, -0.15699518294524695, -0.2896175444398077, 0.21217005081657295
180, -0.15699518294524695, -0.3031759082652702, 0.22616883954371414
181, -0.15523791054985245, -0.29569034214032225, 0.21965366187393018
182, -0.15523791054985245, -0.30093019079856365, 0.22385444682996875
183, -0.15523791054985245, -0.3112444900688554, 0.235825998291459
184, -0.15523791054985245, -0.29522311575003723, 0.21913236488662552
185, -0.15523791054985245, -0.3058476856490566, 0.22860183756897104
186, -0.15523791054985245, -0.30511442781495524, 0.22888714095802667
187, -0.15523791054985245, -0.3103207976572989, 0.23345715348681684
188, -0.15523791054985245, -0.30612126525509903, 0.22825761607111283
189, -0.15523791054985245, -0.30622954792815354, 0.23155578587464454
190, -0.15523791054985245, -0.3084048410723741, 0.23258523997348612
191, -0.15523791054985245, -0.2944507600905919, 0.21664082549467073
192, -0.15523791054985245, -0.3025585005144594, 0.22586272620335943
193, -0.15523791054985245, -0.31102641356711086, 0.23365227060886598
194, -0.15523791054985245, -0.30244904230160996, 0.22445176270357928
195, -0.15523791054985245, -0.3033960231504943, 0.22900303287338036
196, -0.15523791054985245, -0.2962944439500398, 0.2204772799459227
197, -0.15523791054985245, -0.3015778310465452, 0.2252157015869582
198, -0.15523791054985245, -0.2966113015993299, 0.21856584245782912
199, -0.15523791054985245, -0.30969150143123575, 0.2359130730830858
200, -0.15523791054985245, -0.294293799841371, 0.21622607434351562
201, -0.15523791054985245, -0.29720085694097664, 0.22247452510351082
202, -0.15523791054985245, -0.2879754009124423, 0.2152832440540373
203, -0.15523791054985245, -0.295689791315634, 0.22053301333070965
204, -0.15523791054985245, -0.30691425889563856, 0.23076736788641067
205, -0.15523791054985245, -0.2935589794790313, 0.21574580480051464
206, -0.15523791054985245, -0.2910579228625788, 0.2154868560078071
207, -0.15523791054985245, -0.2998276027076501, 0.22501308410820686
208, -0.15523791054985245, -0.30330921756396534, 0.2281686600200924
209, -0.15523791054985245, -0.3008475996726013, 0.22477078388416355
210, -0.15523791054985245, -0.306609520512979, 0.2305086128485982
211, -0.15523791054985245, -0.29503444784106336, 0.21763343682071978
212, -0.15523791054985245, -0.2974715213293047, 0.2192488786941026
213, -0.15523791054985245, -0.30712641768372495, 0.22885263767611289
214, -0.15523791054985245, -0.3056491135184911, 0.22998720592955504
215, -0.15523791054985245, -0.30243490507850623, 0.22731478054681298
216, -0.15523791054985245, -0.30392401767610966, 0.22800752229241378
217, -0.15523791054985245, -0.2941198738325852, 0.22087477875934036
218, -0.15523791054985245, -0.2990600596559155, 0.22562484908825264
219, -0.15523791054985245, -0.30090858495718387, 0.22627162436802384
220, -0.15523791054985245, -0.3013699545231722, 0.22515615459361782
221, -0.15523791054985245, -0.29500178682033706, 0.21521535742797535
222, -0.15523791054985245, -0.3035622202262151, 0.22803610501357996
223, -0.15523791054985245, -0.30456686686487816, 0.23023079702457888
224, -0.15523791054985245, -0.29728900336497843, 0.22230362065067016
225, -0.15523791054985245, -0.300075009305442, 0.2250245165279058
226, -0.15523791054985245, -0.29376984042214943, 0.21740313992410457
227, -0.15523791054985245, -0.30036630587790364, 0.22454020979916972
228, -0.15523791054985245, -0.29553713056509584, 0.22179947607583028
229, -0.15523791054985245, -0.2913672017406085, 0.21666781548328495
230, -0.15523791054985245, -0.29990859487675564, 0.22660701795668242
231, -0.15523791054985245, -0.2938440879290837, 0.21720187839040545
232, -0.15523791054985245, -0.2977492960816283, 0.22454326734991542
233, -0.15523791054985245, -0.28906145322199317, 0.2130720046250724
234, -0.15523791054985245, -0.30606208663346246, 0.2327474472242914
235, -0.15523791054985245, -0.301536281370721, 0.22517216377014931
236, -0.15523791054985245, -0.30783143846440236, 0.2328508558730895
237, -0.15523791054985245, -0.29576758994002944, 0.21992306103665646
238, -0.15523791054985245, -0.2975410680815155, 0.22077152708379225
239, -0.15523791054985245, -0.2917897600099392, 0.2170937573105712
240, -0.15523791054985245, -0.2970441561967543, 0.21967901481639954
241, -0.15523791054985245, -0.29577312986937704, 0.22105207148567854
242, -0.15523791054985245, -0.3005102830283148, 0.22462558519159292
243, -0.15523791054985245, -0.29769509534670285, 0.22106251096454385
244, -0.15523791054985245, -0.2970114066542231, 0.21907281535979536
245, -0.15523791054985245, -0.30018724779989325, 0.2245779640776751
246, -0.15523791054985245, -0.29421929928789253, 0.22062581587559965
247, -0.15523791054985245, -0.30670860491056406, 0.23087373571923478
248, -0.15523791054985245, -0.29153549002325607, 0.2160208089581805
249, -0.15523791054985245, -0.30013538142833635, 0.22501207865223222
250, -0.15523791054985245, -0.2893929988556733, 0.21217151474555063
251, -0.15523791054985245, -0.2952370500103035, 0.21638421972639452
252, -0.15523791054985245, -0.302276410702591, 0.22581412733988662
253, -0.15523791054985245, -0.29831383114391, 0.22278368359182424
254, -0.15523791054985245, -0.2981280328044255, 0.2234234321469511
255, -0.15523791054985245, -0.289120656439268, 0.21363340299767736
256, -0.15523791054985245, -0.29808207500452616, 0.22099562800905403
257, -0.15401933015943267, -0.29412824994427617, 0.21712269361194064
258, -0.15401933015943267, -0.2973533195158062, 0.22200933122158775
259, -0.15401933015943267, -0.28797133497303146, 0.21306539457651946
260, -0.15401933015943267, -0.2888174043988246, 0.2106793294282201
261, -0.15401933015943267, -0.29500186754812074, 0.219199112020587
262, -0.15401933015943267, -0.30281361655592887, 0.22611139373214947
263, -0.15401933015943267, -0.2990682813913548, 0.22177015351028537
264, -0.15401933015943267, -0.3051765777755577, 0.22827007377286174
265, -0.15401933015943267, -0.3165411712944765, 0.2399062922138202
266, -0.15401933015943267, -0.30597225235875386, 0.22885547732261358
267, -0.15401933015943267, -0.2958595938402653, 0.21897560067653019
268, -0.15401933015943267, -0.3151917717262736, 0.23951537532159176
269, -0.15401933015943267, -0.2952195132576177, 0.2180830781939774
270, -0.15401933015943267, -0.3036454717681396, 0.22594779884861205
271, -0.15401933015943267, -0.29471912931778665, 0.21857163631060236
272, -0.15401933015943267, -0.30304211532823233, 0.22636458476306368
273, -0.15401933015943267, -0.2884216147530777, 0.21064614756287367
274, -0.15401933015943267, -0.29755893257102234, 0.2222091152012833
275, -0.15401933015943267, -0.2986333172297313, 0.22095652280055994
276, -0.15401933015943267, -0.2975039183769542, 0.22089608127363325
277, -0.15401933015943267, -0.2910311916514136, 0.21711587596922718
278, -0.15401933015943267, -0.30686382357571923, 0.23102960758874216
279, -0.15401933015943267, -0.3027385170205096, 0.2256999708588769
280, -0.15401933015943267, -0.29567851365772396, 0.21995448870708734
281, -0.15401933015943267, -0.2939815878719718, 0.2161758660156124
282, -0.15401933015943267, -0.3104065303095482, 0.23127853311412866
283, -0.15401933015943267, -0.3038364899357526, 0.2267589597986286
284, -0.15401933015943267, -0.3001513657356314, 0.22305074902545857
285, -0.15401933015943267, -0.29727230202077537, 0.21974784903067526
286, -0.15401933015943267, -0.29256300156424064, 0.21781207516701878
287, -0.15401933015943267, -0.3095214262560062, 0.23050707852930868
288, -0.15401933015943267, -0.3006321380830247, 0.2219760281809068
289, -0.15401933015943267, -0.2985095189316255, 0.22409344318887361
290, -0.15401933015943267, -0.30038635306996575, 0.22278682690137896
291, -0.15401933015943267, -0.30686092572435897, 0.2314545597056221
292, -0.15401933015943267, -0.30862633935551087, 0.23012276669639523
293, -0.15401933015943267, -0.3017808129289648, 0.22362038761013217
294, -0.15401933015943267, -0.29384901102660455, 0.21583118623849354
295, -0.15401933015943267, -0.3005308897837673, 0.22402812411444237
296, -0.15401933015943267, -0.2947524195486655, 0.2181736619246175
297, -0.15401933015943267, -0.2922492342456991, 0.21618724136461226
298, -0.15401933015943267, -0.2936553187082734, 0.2161174407779128
299, -0.15401933015943267, -0.2987030831619907, 0.22318982484245878
300, -0.15401933015943267, -0.29576032099766564, 0.22098311975184698
301, -0.15401933015943267, -0.30124662780587164, 0.22532293005412812
302, -0.15401933015943267, -0.29838325240616087, 0.22177303252322475
303, -0.15401933015943267, -0.2950085262000693, 0.21799425704936728
304, -0.15401933015943267, -0.29935250785469236, 0.22241220232692469
305, -0.15401933015943267, -0.3057878518240388, 0.22972733394399264
306, -0.15401933015943267, -0.2992801633584987, 0.225709652876726
307, -0.15401933015943267, -0.30536956512506314, 0.22965008942828205
308, -0.15401933015943267, -0.30754346508996766, 0.23208578780911446
309, -0.15401933015943267, -0.3034603574332566, 0.22742303871211286
310, -0.15401933015943267, -0.30511047139979647, 0.22819176100808664
311, -0.15401933015943267, -0.3088867733138757, 0.22963968801606296
312, -0.15401933015943267, -0.3093515342235776, 0.23384846637360798
313, -0.15401933015943267, -0.3027777227823099, 0.22671557515889793
314, -0.15401933015943267, -0.29477793446357975, 0.2176621290653565
315, -0.15401933015943267, -0.30385863677740854, 0.22751311114631673
316, -0.15401933015943267, -0.29932873519545833, 0.22342023805717
317, -0.15401933015943267, -0.2986847371675909, 0.2197735432633979
318, -0.15401933015943267, -0.3102694041477265, 0.23584049887928826
319, -0.15401933015943267, -0.30343362017319403, 0.22606966115801733
320, -0.15401933015943267, -0.30171111266443545, 0.22764433867230077
321, -0.15401933015943267, -0.3058635467553389, 0.23079709592566172
322, -0.15401933015943267, -0.2992804859239177, 0.22530828545075088
323, -0.15401933015943267, -0.29153889381535353, 0.21799505765944116
324, -0.15238882285751268, -0.31156036387728847, 0.23616824590681215
325, -0.15238882285751268, -0.3049665196331137, 0.23179823299933594
326, -0.15238882285751268, -0.3057063949532187, 0.23137329267737097
327, -0.15238882285751268, -0.29598127303865324, 0.22054146936593325
328, -0.15238882285751268, -0.29817119883181764, 0.22198287741725498
329, -0.15238882285751268, -0.30701971198285694, 0.23041269263243241
330, -0.15238882285751268, -0.303649901957399, 0.22698246390557292
331, -0.15238882285751268, -0.3023767886703768, 0.2261955876422881
332, -0.15238882285751268, -0.30124777238462125, 0.22495453641082033
333, -0.15238882285751268, -0.30307266746126216, 0.22869725077347583
334, -0.15238882285751268, -0.3081355058624288, 0.23310520102714016
335, -0.15238882285751268, -0.2907259258574779, 0.21490801689767677
336, -0.15238882285751268, -0.2927243361122638, 0.21611671550070047
337, -0.15238882285751268, -0.2960071502781998, 0.21945016527021366
338, -0.15238882285751268, -0.3041561319669421, 0.2278518775364838
339, -0.15238882285751268, -0.30315965547177354, 0.22964250739149378
340, -0.15238882285751268, -0.3054546423904234, 0.23141102830914437
341, -0.15238882285751268, -0.2959486968647467, 0.21820506282202967
342, -0.15238882285751268, -0.3006806644463516, 0.22654719757875566
343, -0.15238882285751268, -0.29286257042091135, 0.21893600612388867
344, -0.15238882285751268, -0.30791020720212325, 0.23232529740851512
345, -0.15238882285751268, -0.2968912551196675, 0.22298426637985153
346, -0.15238882285751268, -0.2945331931824581, 0.21783767746572102
347, -0.15238882285751268, -0.3000427213539518, 0.22611630675544964
348, -0.15238882285751268, -0.31238563021960686, 0.23788595166349322
349, -0.15238882285751268, -0.3019393159623078, 0.22737237297299742
350, -0.15238882285751268, -0.29388155147052164, 0.2158096740006863
351, -0.15238882285751268, -0.3079108297528237, 0.2309064051506318
352, -0.15238882285751268, -0.3045298508669156, 0.22627081020309053
353, -0.15238882285751268, -0.30282595203597706, 0.2269286724822382
354, -0.15238882285751268, -0.30747601292004284, 0.23192839433525458
355, -0.15238882285751268, -0.29847047544793975, 0.22249609037228735
356, -0.15238882285751268, -0.30049831725101, 0.2238493026454321
357, -0.15238882285751268, -0.30446664461446943, 0.22790965412426825
358, -0.15238882285751268, -0.3046186842342878, 0.22986651375572323
359, -0.15238882285751268, -0.2920375850335124, 0.21720704880393688
360, -0.15238882285751268, -0.3028500907025013, 0.22979094435039096
361, -0.15238882285751268, -0.2984303977838014, 0.22347740184054735
362, -0.15238882285751268, -0.3006856230666406, 0.22540694035867578
363, -0.15238882285751268, -0.29997824119788113, 0.2233577297125999
364, -0.15238882285751268, -0.3041161473964402, 0.22908856531457883
365, -0.15238882285751268, -0.29724547789706496, 0.2214425764904325
366, -0.15238882285751268, -0.30280447332752086, 0.22770699720311055
367, -0.15238882285751268, -0.30020455469773916, 0.22531413670316086
368, -0.15238882285751268, -0.295258479338763, 0.2203178090901382
369, -0.15238882285751268, -0.29353188040761113, 0.21693829648417126
370, -0.15238882285751268, -0.3002464074537984, 0.2266988413948229
371, -0.15238882285751268, -0.30957964629026535, 0.2348732159658299
372, -0.15238882285751268, -0.3025660151934882, 0.22638404761498704
373, -0.15238882285751268, -0.29317574974886373, 0.2188348610551114
374, -0.15238882285751268, -0.29522253581173935, 0.22050975714098467
375, -0.15238882285751268, -0.30542000972863426, 0.23107146994414426
376, -0.15238882285751268, -0.30400968965455744, 0.22922108508000555
377, -0.15238882285751268, -0.2890317327554978, 0.21393868961493312
378, -0.15238882285751268, -0.2902927943599481, 0.21606291488993304
379, -0.15238882285751268, -0.3087324866705299, 0.23418668428139472
380, -0.15238882285751268, -0.2958022531678674, 0.2177853370169675
381, -0.15238882285751268, -0.30174920057309207, 0.22752901880534712
382, -0.15238882285751268, -0.30059269285484574, 0.22654335997579494
383, -0.15238882285751268, -0.29347920625590046, 0.2178021259070013
384, -0.15238882285751268, -0.29618365283608705, 0.2221896536013314
385, -0.15238882285751268, -0.29444150165411553, 0.22133908304866592
386, -0.15238882285751268, -0.2885400541747393, 0.21539049158029996
387, -0.15238882285751268, -0.2997121396012921, 0.2258629566712952
388, -0.15238882285751268, -0.3031289752712842, 0.22745384579902933
389, -0.15238882285751268, -0.2992133783701278, 0.2243057340536427
390, -0.15238882285751268, -0.2976581862063339, 0.2232970166635063
391, -0.15238882285751268, -0.29540215325148855, 0.22052478412568843
392, -0.15238882285751268, -0.3015798781007413, 0.22706372811965073
393, -0.15238882285751268, -0.30672692172056126, 0.23311107506242337
394, -0.15238882285751268, -0.29567297410571186, 0.2212738017092225
395, -0.15238882285751268, -0.29564618586765945, 0.2200133057606843
396, -0.15238882285751268, -0.3090578170387875, 0.23376714114373384
397, -0.15238882285751268, -0.2985723819876425, 0.22263754959314702
398, -0.15238882285751268, -0.29246392527396886, 0.21640388144260814
399, -0.15238882285751268, -0.30014791378847416, 0.2241346221496917
400, -0.15238882285751268, -0.29826427348847945, 0.22514358237930132
401, -0.15238882285751268, -0.2862781648176524, 0.21241727029693347
402, -0.15238882285751268, -0.30045262754547364, 0.22570580625732103
403, -0.15238882285751268, -0.29650520154767934, 0.22317061510557526
404, -0.15238882285751268, -0.30061426206299274, 0.22722148346045992
405, -0.15238882285751268, -0.29679665429656826, 0.2220978353852268
406, -0.15238882285751268, -0.31475910824864994, 0.23724071695376686
407, -0.15238882285751268, -0.299742835994166, 0.22473537971473925
408, -0.15238882285751268, -0.30361357262698807, 0.22890238445134375
409, -0.15238882285751268, -0.29770869761443797, 0.22174920736646128
410, -0.15238882285751268, -0.3019370769222632, 0.22478477486807394
411, -0.15238882285751268, -0.30794948586012394, 0.22974296936307048
412, -0.15238882285751268, -0.30915542200625745, 0.23288968819248307
413, -0.15238882285751268, -0.30917083048707555, 0.23277810789347586
414, -0.15238882285751268, -0.2988928798059057, 0.2238971381277301
415, -0.15238882285751268, -0.3102947677519605, 0.23570018816756289
416, -0.15238882285751268, -0.30679711734633064, 0.23210640862425666
417, -0.15238882285751268, -0.2991154079145923, 0.22408180120642962
418, -0.15238882285751268, -0.3034522362052794, 0.22772776881313414
419, -0.15238882285751268, -0.2980277745852678, 0.2215498300554761
420, -0.15238882285751268, -0.29050755348618407, 0.2170750234024575
421, -0.15238882285751268, -0.3011941908881647, 0.2262085160372522
422, -0.15238882285751268, -0.2963937023319215, 0.22152004285362747
423, -0.15238882285751268, -0.3005352850777776, 0.2264106855082031
424, -0.15238882285751268, -0.29371072841694534, 0.22007339653272043
425, -0.15238882285751268, -0.2906052946613362, 0.21587495650053415
426, -0.15238882285751268, -0.2914902764206722, 0.21766293827436786
427, -0.15238882285751268, -0.29270495606016944, 0.21803730411812547
428, -0.15238882285751268, -0.29941687807448003, 0.22723678910718006
429, -0.15238882285751268, -0.30566375535338064, 0.23085321946524448
430, -0.15238882285751268, -0.2981166191320614, 0.22361642687959868
431, -0.15238882285751268, -0.29554553620253277, 0.22330908800551233
432, -0.15238882285751268, -0.2973617599226832, 0.22411916924730244
433, -0.15238882285751268, -0.3074794089254096, 0.23271343392859886
434, -0.15238882285751268, -0.2976531209580625, 0.22256552218327752
435, -0.15238882285751268, -0.3038370360246077, 0.23014851452170773
436, -0.15238882285751268, -0.30606876028920316, 0.23195578244736595
